image,user,x,y,w,h,class,volInImg
Unknown-X-20200109-100720-XEFBAPTME2KN-0,not-logged-in-d009e2c340e896892972,0.2134698518,0.3271852525,0.1080538491,0.1462710377,0,2
Unknown-X-20200109-100720-XEFBAPTME2KN-0,not-logged-in-d009e2c340e896892972,0.4533692510,0.2893344126,0.0842621717,0.1218925348,0,2
Unknown-X-20200109-100720-XEFBAPTME2KN-0,not-logged-in-d009e2c340e896892972,0.6129717213,0.2502005076,0.0822794912,0.1206094901,0,2
Unknown-X-20200109-100720-XEFBAPTME2KN-0,not-logged-in-d009e2c340e896892972,0.7691045717,0.1892542351,0.0852534647,0.1270248668,0,2
Unknown-X-20200109-100720-XEFBAPTME2KN-0,not-logged-in-d009e2c340e896892972,0.3111148489,0.8962310485,0.0594791856,0.1578187872,0,2
Unknown-X-20200109-100720-XEFBAPTME2KN-0,not-logged-in-d009e2c340e896892972,0.6040498640,0.8288693431,0.0525398826,0.1411387568,0,2
Unknown-X-20200109-100720-XEFBAPTME2KN-0,not-logged-in-d009e2c340e896892972,0.7755482124,0.8186046996,0.0505572967,0.1360064963,0,2
Unknown-X-20200109-100720-XEFBAPTME2KN-0,not-logged-in-d009e2c340e896892972,0.9371333159,0.7602245930,0.0346961679,0.1013632682,0,2
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,Agustinclossirrazabal,0.0912407633,0.7705459441,0.0221517691,0.0439723207,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,chrispsimmons,0.1700885041,0.3054268791,0.0388763902,0.0462534019,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,JulianMudge-Burns,0.5830012030,0.8141139222,0.0721656285,0.0372093627,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,JulianMudge-Burns,0.1949876934,0.1655172567,0.0652455859,0.0949479022,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,JulianMudge-Burns,0.3610673499,0.1706495715,0.0197714059,0.0564554775,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,JulianMudge-Burns,0.0402765571,0.1404972089,0.0484399133,0.0962309642,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,JulianMudge-Burns,0.3615616556,0.1661588031,0.0227371137,0.0910986238,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,JulianMudge-Burns,0.6091982827,0.1411387553,0.0355884928,0.1026463461,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,amandanicoletta,0.6406595339,0.3155383050,0.0961142426,0.1204008758,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,gracelltt,0.5818161722,0.1369236713,0.0332680816,0.1164035656,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,gracelltt,0.6051288506,0.0607191085,0.0663145391,0.0845007829,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,gracelltt,0.5841170395,0.8238748680,0.0886104604,0.0589147284,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.7498736288,0.3149901379,0.1616834571,0.0929682205,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.6099076187,0.1320291095,0.0527544881,0.1512207565,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.5644377239,0.3940326868,0.0735321836,0.0790534157,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.2669676628,0.3645869590,0.1792664207,0.1260839384,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.4260421120,0.3614285026,0.1391467633,0.1254386568,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.3522111013,0.2088202481,0.0360585267,0.1225267524,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.1856079576,0.1885325028,0.0876690010,0.1667696472,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.0952669183,0.3644374701,0.1547213283,0.1254714525,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.0401419348,0.1346434854,0.0595079214,0.1536228357,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.1018709410,0.7404399531,0.0495359273,0.1388982428,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.2762753897,0.7649126906,0.0709935480,0.1291510474,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.5858797538,0.7614635680,0.0932830969,0.1337689500,0,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.6530233274,0.5712043439,0.1903905365,0.1150539375,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.4166933682,0.6167311935,0.2514226568,0.1313658806,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.1980526306,0.6123965070,0.1223057880,0.1256158517,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,c.michellegt,0.0373117911,0.6053532881,0.0746235823,0.1498141773,1,7
Unknown-X-20200109-100751-XZW5WCMFIZ45-0,mkfroloff,0.5809201572,0.7988244309,0.0882890929,0.0584977027,0,7
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,chrispsimmons,0.1121780790,0.2337800809,0.0576260747,0.0504582417,1,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,gracelltt,0.7218321334,0.0981412476,0.0752333530,0.0750506604,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,Crawfish0601,0.2172999734,0.6710748430,0.0610727394,0.0791002552,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,Crawfish0601,0.4057666236,0.7013553890,0.0620270170,0.1001112196,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,Crawfish0601,0.7054047498,0.6735467260,0.0849293317,0.1137066168,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,Crawfish0601,0.1748353312,0.1439459365,0.0276735922,0.0828080490,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,Crawfish0601,0.3260857949,0.1983273467,0.0400789956,0.1124706345,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,Crawfish0601,0.4792447664,0.1964734446,0.0582099382,0.1013471815,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,andrven,0.7321937265,0.1002934295,0.1052761502,0.1688939941,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,andrven,0.4806994219,0.0921338744,0.0717433407,0.1822866851,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,andrven,0.3396526169,0.1100339558,0.0722905753,0.1718688132,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,andrven,0.1948197476,0.0867480798,0.0854691380,0.1352863133,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,andrven,0.2243057212,0.7962131934,0.1046253451,0.2271804912,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,andrven,0.4168649284,0.8208773816,0.1003464337,0.2339913855,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-0,andrven,0.7644359027,0.8391975495,0.2250083273,0.3093960722,0,4
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,chrispsimmons,0.7225274611,0.4808153512,0.0495097631,0.0483558583,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,Alanah.Quarta,0.3754695922,0.7131197724,0.0364724960,0.0581397040,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,Alanah.Quarta,0.2450101867,0.7063065494,0.0350697441,0.0372457440,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,Alanah.Quarta,0.6598851088,0.6645186500,0.0287571160,0.1426239218,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,Alanah.Quarta,0.4421020666,0.7022186443,0.0364725591,0.1362649083,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,Alanah.Quarta,0.1864437212,0.6340861697,0.0273543957,0.1471660977,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,Alanah.Quarta,0.1839888304,0.1989468137,0.0112223150,0.1598841962,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,Alanah.Quarta,0.3481151965,0.2007636718,0.0196390630,0.0654071670,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,Alanah.Quarta,0.5062796817,0.2066684963,0.0203404468,0.0899348431,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,Alanah.Quarta,0.1569851424,0.1326311819,0.0175348642,0.0944770292,1,3
Unknown-X-20200110-082149-X6OCRJMZEOMK-3,divya.sharm,0.3371917725,0.3549318428,0.2120005369,0.1642341869,0,3
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,Agustinclossirrazabal,0.1702024245,0.3460440821,0.0575391119,0.0777971716,1,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,chrispsimmons,0.1809607656,0.3572867374,0.0635782666,0.0888920112,1,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,chrispsimmons,0.7896799465,0.4867356883,0.0403807580,0.1500052023,1,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,chrispsimmons,0.5138876202,0.8984166497,0.0902124632,0.1688947639,1,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,aphoenix88,0.7326636084,0.3426617514,0.0403436365,0.2087039000,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,aphoenix88,0.9032072058,0.3479979445,0.0550140555,0.2075180975,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,aphoenix88,0.4860172638,0.3373255634,0.3410871631,0.3664176275,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,aphoenix88,0.3695708326,0.8217320794,0.1081943007,0.2513933220,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,aphoenix88,0.6822340628,0.8241036844,0.1173633522,0.2656231157,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,aphoenix88,0.8614882037,0.8086880473,0.0614323440,0.1778726667,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,ruirasjudith,0.9027308339,0.3525691090,0.0526399241,0.1957261054,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,ruirasjudith,0.7368210306,0.3300788419,0.0460599732,0.2018045515,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,ruirasjudith,0.8124909730,0.4990598128,0.0676798481,0.1580396819,1,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,ruirasjudith,0.8519708686,0.8078450248,0.0526399241,0.2163928141,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,ruirasjudith,0.6672611286,0.8072371720,0.1118599259,0.1932947351,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,ruirasjudith,0.3716313788,0.8206097699,0.0977598862,0.1787064315,0,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,ruirasjudith,0.5098112509,0.9069237216,0.0620399400,0.1398043434,1,4
Unknown-X-20200110-090553-XMR1CFXAMBX5-0,ruirasjudith,0.4726813039,0.3288631670,0.2603797774,0.3160794252,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,k_patel,0.5606290085,0.1800834102,0.1182811071,0.1982444748,1,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,k_patel,0.3258588604,0.1307151472,0.2831579255,0.2028727598,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,k_patel,0.2505890043,0.7979581809,0.3381168360,0.2028727268,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,Alanah.Quarta,0.8552220175,0.6902774452,0.0799586465,0.2273855190,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,Alanah.Quarta,0.6093842612,0.8048725980,0.0666322476,0.1479810985,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,Alanah.Quarta,0.2870947168,0.8035190895,0.1697368256,0.1921949495,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,Alanah.Quarta,0.7412459276,0.2039251359,0.1676326299,0.2111437224,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,Alanah.Quarta,0.4382446384,0.1141439231,0.0540071366,0.1434694426,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,Alanah.Quarta,0.3951090453,0.1827205173,0.0182362047,0.0496277933,1,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,Alanah.Quarta,0.2285285132,0.2445297292,0.0245487286,0.0397022509,1,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,Alanah.Quarta,0.2485181669,0.0739905315,0.0659308332,0.0866230527,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,Alanah.Quarta,0.2211638835,0.6447101672,0.0308612367,0.0171441695,1,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,amandanicoletta,0.2395154419,0.6908255011,0.1780704477,0.4438676624,0,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,amandanicoletta,0.2345139806,0.2990874533,0.1329270476,0.1813718019,1,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,chrispsimmons,0.2247687033,0.6395486302,0.0302336904,0.0399461476,1,4
Unknown-X-20200110-093103-XFFSPIMCEFS5-0,chrispsimmons,0.2357999149,0.2421897975,0.0261480647,0.0273315511,1,4
Unknown-X-20200110-093223-XDCUBEU0WCK-0,jnapika.mattaparthi,0.7743824544,0.2410907835,0.0397896117,0.1479225133,0,2
Unknown-X-20200110-093223-XDCUBEU0WCK-0,Kacey-Han,0.4373650494,0.6330112639,0.0765006936,0.0914931339,1,2
Unknown-X-20200110-094924-XKZBRUYNAH6P-0,Agustinclossirrazabal,0.2476829842,0.5270070339,0.1191610704,0.1657417850,0,3
Unknown-X-20200110-094924-XKZBRUYNAH6P-0,lizmtz,0.2405109970,0.5361032358,0.2134239779,0.0996631285,0,3
Unknown-X-20200110-094924-XKZBRUYNAH6P-0,lizmtz,0.6282461708,0.6542947478,0.1628267202,0.1267960372,0,3
Unknown-X-20200110-094924-XKZBRUYNAH6P-0,gracelltt,0.2269905063,0.4971043073,0.0652948844,0.0904735739,0,3
Unknown-X-20200110-101727-XWMUJWSVGI8H-0,Microsoft.Nicampbe,0.1619481912,0.7579578784,0.1029624505,0.0822423743,0,3
Unknown-X-20200110-101727-XWMUJWSVGI8H-0,Microsoft.Nicampbe,0.3748032610,0.7343988406,0.0811819335,0.0591116886,0,3
Unknown-X-20200110-101727-XWMUJWSVGI8H-0,Microsoft.Nicampbe,0.0393931045,0.1651272972,0.0787862089,0.1079431316,0,3
Unknown-X-20200110-101727-XWMUJWSVGI8H-0,Microsoft.Nicampbe,0.9459628053,0.1398548997,0.1080743894,0.1259336587,0,3
Unknown-X-20200110-101727-XWMUJWSVGI8H-0,gracelltt,0.0392619545,0.1325144262,0.0486514073,0.0802041380,0,3
Unknown-X-20200110-101727-XWMUJWSVGI8H-0,Fwan,0.4640187813,0.3493406462,0.0567208165,0.2149788671,0,3
Unknown-X-20200110-101845-XY27HKPW7XL-0,chrispsimmons,0.4011595635,0.7993331007,0.2279781801,0.3237738661,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ggadia,0.4143545539,0.7415210150,0.1663086127,0.2108597704,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ggadia,0.7397889577,0.7422322099,0.0980724794,0.1694142331,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ggadia,0.9284479292,0.7490796325,0.0867912324,0.2072509437,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ggadia,0.9171719056,0.2267409345,0.1041246470,0.1638918538,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,meerachauhan,0.4816674830,0.7478962560,0.2326860230,0.3063538254,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ruirasjudith,0.9282453545,0.7434134740,0.0581715057,0.1191376307,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ruirasjudith,0.7391879133,0.7452369608,0.0497271906,0.0547060402,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ruirasjudith,0.4173680064,0.7470605091,0.1172813004,0.1215689874,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ruirasjudith,0.7227685066,0.2030392360,0.0243945616,0.0790198439,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ruirasjudith,0.9207393282,0.2389021022,0.0525420256,0.1434514446,0,4
Unknown-X-20200110-101845-XY27HKPW7XL-0,ruirasjudith,0.4497376438,0.2121569111,0.0356535219,0.0607844937,0,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-0,chrispsimmons,0.7537238711,0.7720343882,0.1336788075,0.0935579995,0,3
Unknown-X-20200110-105208-XB2LWSYY5Q2C-0,chrispsimmons,0.2631631934,0.7468052871,0.1231465626,0.1608356709,0,3
Unknown-X-20200110-105208-XB2LWSYY5Q2C-0,chrispsimmons,0.2105018308,0.1665352590,0.1571738439,0.1776551092,0,3
Unknown-X-20200110-105208-XB2LWSYY5Q2C-0,chrispsimmons,0.2550614319,0.5134358300,0.1490721140,0.1860647925,1,3
Unknown-X-20200110-105208-XB2LWSYY5Q2C-0,Agustinclossirrazabal,0.2403593991,0.4931821599,0.0860275047,0.1217693998,1,3
Unknown-X-20200110-105208-XB2LWSYY5Q2C-0,Kacey-Han,0.4747718195,0.6969462254,0.0220887873,0.0341721452,1,3
Unknown-X-20200110-105208-XB2LWSYY5Q2C-0,Kacey-Han,0.1621309047,0.5023854949,0.1257360233,0.1256652791,1,3
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,Agustinclossirrazabal,0.2331904457,0.4982559071,0.0638689156,0.1183870109,1,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,chrispsimmons,0.6902540693,0.3054446188,0.0196964746,0.0744470272,1,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,chrispsimmons,0.2196801701,0.6749018970,0.0239782866,0.0400013920,1,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,chrispsimmons,0.6281674150,0.7649050393,0.4538746709,0.3511232436,0,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.1003377847,0.6394719520,0.0562162222,0.1981575417,0,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.2643017739,0.7124133702,0.1199279690,0.1811378330,0,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.4596531396,0.7257859106,0.0646486144,0.1373729206,0,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.7323018897,0.7421977477,0.0927567571,0.1458827954,0,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.7927343080,0.1993921560,0.0693333470,0.1203533042,1,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.6779594658,0.2170196800,0.0365405349,0.1094120966,0,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.4245180087,0.1799411402,0.0562161906,0.0911767472,0,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.2137071835,0.2030392577,0.1274234464,0.1884319441,0,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.9009505246,0.7251781005,0.1620901041,0.0923925109,1,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.5880135641,0.7610409687,0.1171171453,0.1081963533,1,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,ruirasjudith,0.2230765459,0.5166872536,0.0730811014,0.1033336673,1,4
Unknown-X-20200110-105208-XB2LWSYY5Q2C-3,Fwan,0.4483171743,0.4663644385,0.6863580471,0.6487522779,1,4
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,aphoenix88,0.9096341515,0.1724969362,0.0247291214,0.0675916014,1,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,aphoenix88,0.2881991667,0.7482113797,0.0952531131,0.1802442976,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,aphoenix88,0.5771641305,0.7731135599,0.0631967417,0.1541562448,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,aphoenix88,0.7594273267,0.7440610299,0.0760193029,0.1719435981,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,aphoenix88,0.8945218721,0.7292382968,0.0238133098,0.0901221079,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,aphoenix88,0.6055569084,0.2140005563,0.0705239286,0.1268824931,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,aphoenix88,0.3582651579,0.2199296383,0.0247291845,0.1031661343,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,c.michellegt,0.8189062285,0.2930031513,0.1588473253,0.2214484244,1,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,c.michellegt,0.6022548212,0.2132437643,0.0491836635,0.0922123678,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,c.michellegt,0.5625590775,0.7662619650,0.0568033644,0.1280620598,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,c.michellegt,0.7440423941,0.7375033277,0.0578995343,0.1615103066,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,c.michellegt,0.8862357734,0.7336606884,0.0281744344,0.0460237783,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,c.michellegt,0.2844080089,0.7350452421,0.0608878257,0.1420214092,0,3
Unknown-X-20200110-105307-X5OY6F1WKTFH-0,jnapika.mattaparthi,0.8368318719,0.2944116918,0.1532211027,0.1674161836,0,3
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,Agustinclossirrazabal,0.6678901183,0.6352465484,0.0417103264,0.0947095514,1,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,chrispsimmons,0.5937144278,0.6602115260,0.0372680917,0.0557143581,1,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,chrispsimmons,0.2165781499,0.2313163148,0.0510409969,0.0767386125,1,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,chrispsimmons,0.1363708622,0.5850497439,0.0559020427,0.0735849927,1,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,chrispsimmons,0.6662250464,0.6318287641,0.0542816731,0.1124798818,1,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,chrispsimmons,0.8699839969,0.5945106850,0.0518511976,0.0904043798,1,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,chrispsimmons,0.7942326390,0.7190795038,0.0947904409,0.0893531323,1,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,chrispsimmons,0.5066206401,0.7238099948,0.4545078949,0.2775204609,0,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,gracelltt,0.3681374939,0.7605695757,0.0751702919,0.1229330028,0,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,gracelltt,0.6513166408,0.7395992651,0.1011219854,0.1030445598,0,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,gracelltt,0.1732779635,0.7407156058,0.0867290141,0.0933692784,0,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,amandanicoletta,0.3424999640,0.6425365604,0.1186090947,0.2714323988,0,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,amandanicoletta,0.6652054560,0.5656516522,0.0635904822,0.1747928822,1,5
Unknown-X-20200110-152755-XU6OWG7K+OX9-0,jnapika.mattaparthi,0.6646478309,0.7215523089,0.0998643832,0.2052568035,0,5
Unknown-X-20200110-153010-XAJIUUWORNIU-0,Debreziner,0.6452160258,0.2118355135,0.3603994463,0.2488705735,1,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,Agustinclossirrazabal,0.5574006014,0.3595740188,0.1231533855,0.1014745472,0,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,chrispsimmons,0.5880882445,0.2465588976,0.0871339919,0.2081403144,1,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,chrispsimmons,0.5139837057,0.2670575671,0.0285017701,0.0662264581,1,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,chrispsimmons,0.7354830448,0.7737426553,0.1311080156,0.2638546941,1,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,chrispsimmons,0.4846676107,0.3348608554,0.3118906942,0.3700272302,0,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,TaylorSucec,0.2657096839,0.2504632607,0.0776649071,0.2288939141,0,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,TaylorSucec,0.0801267693,0.2300476811,0.0856327837,0.2524687330,0,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,TaylorSucec,0.5510170561,0.2963699975,0.0761209807,0.2472587156,0,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,moiraparodi,0.5791824040,0.2328136076,0.0566526039,0.2076007035,1,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,moiraparodi,0.5047115591,0.2841240216,0.0447739456,0.1002616780,1,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,NikEverse,0.0752712182,0.2190077835,0.0542479898,0.1525851498,0,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,NikEverse,0.5581428472,0.2879669046,0.0577463881,0.1950354487,0,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,NikEverse,0.2631859230,0.2642529567,0.0482424600,0.1593791972,0,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,NikEverse,0.9114039214,0.3056444777,0.1536404460,0.1331764405,0,7
Unknown-X-20200110-153010-XAJIUUWORNIU-0,gracelltt,0.5136505317,0.2671740944,0.0280762669,0.0412028213,1,7
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,chrispsimmons,0.9555830263,0.8348687294,0.0888339474,0.1214121979,1,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,chrispsimmons,0.6195712268,0.3889122060,0.0894994459,0.1354213638,1,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,Li102,0.6019294074,0.2279785566,0.1071676041,0.1973388262,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,Li102,0.6227102952,0.8858024034,0.0453401304,0.0728908872,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,Li102,0.3712787232,0.8653573875,0.1222809598,0.1564488353,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,k_patel,0.3793970955,0.8465518004,0.1008255195,0.2213862272,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,k_patel,0.6372442918,0.8406209446,0.1112081441,0.1714982206,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,k_patel,0.8264496989,0.7501183836,0.0818195264,0.1933533124,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,k_patel,0.6280935454,0.2554843672,0.1067232631,0.2026794638,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,k_patel,0.7698867924,0.2471953475,0.0798093550,0.1868047829,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,jyoti.j.gupta,0.7229015303,0.5953570475,0.2176722610,0.5013533010,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,mkfroloff,0.6543541429,0.8442466787,0.0607941180,0.0603976871,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,mkfroloff,0.8248866228,0.7793935891,0.0346737304,0.0896714588,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,mkfroloff,0.3658596055,0.8641414361,0.0606089865,0.1062392676,0,5
